name,address,road_address,lng,lat,tel,img,washer_cnt,dryer_cnt,id
크린토피아 코인워시 상계7단지점,서울 노원구 상계동 581-51,서울 노원구 상계로1길 62-40,127.0623225,37.65883487,02-939-2202,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%148Foriginal,10,3,442307959
크린토피아 코인워시365 노원인덕대점,서울 노원구 월계동 274-50,서울 노원구 초안산로2라길 23,127.0578133,37.63137518,010-4785-8422,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%149Foriginal,5,6,1408878273
크린업24 상계점,서울 노원구 상계동 140-226,서울 노원구 한글비석로24길 77,127.0738915,37.6637079,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%150Foriginal,6,3,1177398710
크린토피아 코인워시 마들점,서울 노원구 상계동 649,서울 노원구 동일로 1538,127.0578256,37.66623602,02-930-1688,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%151Foriginal,10,5,13077326
크린토피아 코인워시 노원상계푸르지오점,서울 노원구 상계동 140-147,서울 노원구 수락산로 17-1,127.0739331,37.66452957,02-3391-8200,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%152Foriginal,5,4,1412490676
크린토피아 코인워시 수락파르코점,서울 노원구 상계동 1267,서울 노원구 동일로 1700,127.0557609,37.68033554,02-931-8284,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%153Foriginal,10,5,13077263
화이트365 상계점,서울 노원구 상계동 177-79,서울 노원구 상계로12길 18,127.0685903,37.65704024,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%154Foriginal,5,4,1949585656
크린토피아 코인워시 노원초교점,서울 노원구 상계동 1019-22,서울 노원구 동일로232길 11,127.0565147,37.67279849,02-956-8284,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%155Foriginal,10,5,1658002405
크린토피아 코인워시365 상계주공11단지점,서울 노원구 상계동 652-1,서울 노원구 동일로227길 43,127.0545404,37.66694035,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%156Foriginal,6,5,13077264
크린토피아 코인워시 응암점,서울 은평구 응암동 124-29,서울 은평구 응암로21가길 12,126.9173989,37.59477669,02-382-7777,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%157Foriginal,10,3,22482933
화이트365 은평갈현점,서울 은평구 갈현동 419-8,서울 은평구 갈현로 326,126.9180989,37.62554055,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%158Foriginal,7,6,2032764045
화이트365 은평역촌점,서울 은평구 역촌동 24-23,서울 은평구 진흥로1길 48,126.9184706,37.60461265,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%159Foriginal,10,6,2058100520
크린토피아 코인워시 은평녹번이편한세상캐슬점,서울 은평구 응암동 53-11,서울 은평구 은평로 220,126.9316424,37.5997908,02-353-8777,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%160Foriginal,4,3,1128285378
워시엔조이 은평신사점,서울 은평구 신사동 15-3,서울 은평구 갈현로1길 6-3,126.9094623,37.5995317,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%161Foriginal,3,5,1652010844
크린업24 은평구산점,서울 은평구 구산동 27-41,서울 은평구 갈현로15길 8,126.9098103,37.60769854,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%162Foriginal,3,6,20806914
더런드리 응암점,서울 은평구 응암동 104-42,서울 은평구 응암로 294,126.9206207,37.59767649,02-305-4114,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%163Foriginal,4,3,253959698
크린토피아 코인워시 수색롯데캐슬점,서울 은평구 수색동 331-11,,126.8922858,37.58397697,02-373-6489,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%164Foriginal,5,6,1373063405
워시엔조이 은평응암점,서울 은평구 응암동 335-26,서울 은평구 응암로14길 19-1,126.9195147,37.58994163,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%165Foriginal,5,5,1687760042
크린업24 응암역점,서울 은평구 응암동 111-61,서울 은평구 은평로 88,126.917694,37.59927735,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%166Foriginal,4,3,78829576
워시엔조이 역촌점,서울 은평구 역촌동 63-7,서울 은평구 연서로3가길 14,126.9148661,37.60350729,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%167Foriginal,4,6,27404695
크린업24 은평응암점,서울 은평구 역촌동 83-17,서울 은평구 연서로 31,126.9156334,37.60199058,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%168Foriginal,4,4,17382430
크린업24 진관점,서울 은평구 진관동 34-9,서울 은평구 진관4로 17,126.9215996,37.64464742,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%169Foriginal,9,5,1651544536
크린토피아 코인워시 은평갈현동점,서울 은평구 갈현동 513-10,서울 은평구 갈현로25길 15-9,126.9128854,37.61708375,010-5023-7828,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%170Foriginal,6,5,184705807
크린토피아 코인워시365 은평성모병원점,서울 은평구 진관동 93-11,서울 은평구 통일로 1021,126.9161505,37.63360841,010-5326-3889,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%171Foriginal,9,4,38688338
화이트365 신촌점,서울 서대문구 창천동 5-78,서울 서대문구 연세로4길 54,126.9394816,37.55828539,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%172Foriginal,5,4,1641785881
크린토피아 코인워시365 남가좌래미안1차점,서울 서대문구 북가좌동 286-18,서울 서대문구 증가로 201,126.9159978,37.58000303,070-4226-0022,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%173Foriginal,6,5,2058255120
크린토피아 코인워시 남가좌현대점,서울 서대문구 남가좌동 190-60,서울 서대문구 가재울로 69,126.9208248,37.57601316,02-6052-8787,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%174Foriginal,10,3,569902426
크린토피아 코인워시365 롯데수퍼홍제점,서울 서대문구 홍제동 469,서울 서대문구 통일로 397,126.9473988,37.58516767,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%175Foriginal,4,4,1408008307
워시앤조이 연희점,서울 서대문구 연희동 121-16,서울 서대문구 증가로 23,126.9305385,37.57027093,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%176Foriginal,10,3,1865675162
화이트365 명지대점,서울 서대문구 남가좌동 325-60,서울 서대문구 증가로10길 60-22,126.9253091,37.57914433,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%177Foriginal,9,3,104451671
크린토피아 코인워시 북아현이편한세상신촌점,서울 서대문구 북아현동 220-2,서울 서대문구 신촌로29길 26,126.9529592,37.55767525,02-393-8233,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%178Foriginal,8,5,1573692676
크린토피아 코인워시 남가좌파크뷰자이점,서울 서대문구 남가좌동 384,서울 서대문구 가재울미래로 2,126.9168203,37.57442556,02-373-3302,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%179Foriginal,10,3,915549254
화이트365 서대문역점,서울 서대문구 냉천동 261-2,서울 서대문구 독립문로14길 3,126.9638843,37.56687737,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%180Foriginal,3,5,40677878
워시엔조이 홍대역점,서울 서대문구 창천동 510-14,서울 서대문구 신촌로1길 15,126.9284212,37.55906488,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%181Foriginal,7,3,1211386820
더런드리 DMC점,서울 서대문구 남가좌동 387,서울 서대문구 모래내로 151,126.9178339,37.56990237,02-302-8272,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%182Foriginal,3,4,764497165
크린업24 북가좌점,서울 서대문구 북가좌동 335-19,서울 서대문구 응암로 143-12,126.9144071,37.58506547,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%183Foriginal,7,3,602334219
아쿠아워시셀프빨래방 홍제점,서울 서대문구 홍제동 266-66,서울 서대문구 세무서9길 15,126.9462618,37.59182549,010-2222-8249,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%184Foriginal,3,4,1381189136
코인워시 24빨래터 명지대점,서울 서대문구 홍은동 421-15,서울 서대문구 명지대길 28,126.9248175,37.58162355,02-308-5989,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%185Foriginal,8,5,10821332
펭귄하우스 이대1호점,서울 서대문구 대현동 37-32,서울 서대문구 이화여대5길 35,126.9438956,37.55821279,1544-4335,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%186Foriginal,8,5,590491213
크린토피아 코인워시 마포염리자이점,서울 마포구 염리동 173-3,서울 마포구 독막로42길 7,126.9462242,37.54340056,02-715-8484,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%187Foriginal,3,3,13077404
크린토피아 코인워시365 대흥역점,서울 마포구 대흥동 330-2,서울 마포구 독막로38길 22,126.9410082,37.5455857,02-704-8430,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%188Foriginal,3,5,201546626
크린토피아 코인워시 마포구청역점,서울 마포구 성산동 261-28,서울 마포구 성미산로1길 66,126.9068654,37.56070047,02-333-2700,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%189Foriginal,4,5,1842168274
크린토피아 코인워시 만리한겨레점,서울 마포구 공덕동 11-180,서울 마포구 효창목길 23,126.9606785,37.54789684,02-714-0205,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%190Foriginal,7,4,1182028695
워시엔조이 마포연남점,서울 마포구 연남동 562-23,서울 마포구 연남로5길 43,126.9199125,37.56105962,010-8203-2489,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%191Foriginal,4,5,1906545678
크린토피아 코인워시 마포아현초교점,서울 마포구 아현동 326-24,서울 마포구 신촌로34길 29,126.9548073,37.55590641,02-364-1272,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%192Foriginal,6,4,1284590955
워시엔조이 마포용강점,서울 마포구 용강동 494-94,서울 마포구 대흥로4길 17,126.9382409,37.54221455,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%193Foriginal,6,5,1953990500
화이트365 홍대입구점,서울 마포구 동교동 158-6,서울 마포구 월드컵북로2길 37,126.9227305,37.55693944,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%194Foriginal,10,4,1122286299
크린토피아 코인워시 마포보건소점,서울 마포구 성산동 590-2,서울 마포구 월드컵로36길 18,126.9033518,37.5662667,02-6953-1479,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%195Foriginal,8,6,935573414
크린토피아 코인워시 마포서교점,서울 마포구 서교동 469-28,서울 마포구 월드컵로14길 61,126.9137331,37.55685302,02-325-8272,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%196Foriginal,4,4,17932193
워시엔조이 마포합정점,서울 마포구 망원동 384-45,서울 마포구 동교로 55,126.908382,37.5533315,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%197Foriginal,7,3,1560458940
크린토피아 코인워시 합정역점,서울 마포구 합정동 370-26,서울 마포구 성지길 49,126.9130661,37.54650547,02-336-1998,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%198Foriginal,3,6,1466693963
크린토피아 코인워시 상암DMC점,서울 마포구 상암동 41-16,서울 마포구 월드컵북로 350,126.8933421,37.57682405,02-6404-8289,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%199Foriginal,10,4,12578975
크린토피아 코인워시 성산시장점,서울 마포구 망원동 517,서울 마포구 월드컵로25길 26,126.9064739,37.55877202,02-333-1163,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%200Foriginal,10,5,17722197
크린토피아 코인워시 마포애오개역점,서울 마포구 아현동 733,서울 마포구 마포대로 208,126.956851,37.55251222,02-363-8432,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%201Foriginal,8,5,579830052
워시엔조이 오목교역점,서울 양천구 목동 405-33,서울 양천구 오목로54길 14,126.8730286,37.52342162,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%202Foriginal,8,3,53899485
크린토피아 코인워시 목2동주민센터점,서울 양천구 목동 555-2,서울 양천구 목동중앙본로 88-1,126.8703965,37.54351468,02-2644-8579,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%203Foriginal,8,5,16907243
크린업24 목동점,서울 양천구 신정동 888-8,서울 양천구 신정중앙로21길 10,126.8622389,37.52703516,010-7929-3378,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%204Foriginal,5,5,459255760
크린토피아 코인워시365 신정대림아크로빌점,서울 양천구 신정동 324-8,서울 양천구 목동서로 397,126.8601062,37.51560074,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%205Foriginal,10,4,1286012765
워시엔조이 신정네거리점,서울 양천구 신정동 969-18,서울 양천구 중앙로46길 7,126.8529581,37.52220181,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%206Foriginal,3,3,539509679
화이트365 신월점,서울 양천구 신월동 575-18,서울 양천구 남부순환로79길 41,126.8435631,37.51847761,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%207Foriginal,8,6,970655130
크린토피아 코인워시 목동강서고교점,서울 양천구 목동 772-4,서울 양천구 목동중앙남로 7,126.8691121,37.53512315,02-2649-1992,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%208Foriginal,6,6,26314344
크린토피아 코인워시 목사랑점,서울 양천구 목동 725-5,서울 양천구 목동중앙남로9길 32,126.8646761,37.53806262,02-2652-3377,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%209Foriginal,3,6,1857463883
크린토피아 코인워시 목3동주민센터점,서울 양천구 목동 646-12,서울 양천구 목동중앙북로8길 64,126.8649607,37.54583307,02-2646-6959,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%210Foriginal,4,3,1907732746
워시테리아 신월점,서울 양천구 신월동 19-3,서울 양천구 월정로50길 18-1,126.8321315,37.54165727,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%211Foriginal,5,3,1662911906
크린토피아 코인워시 신월4점,서울 양천구 신월동 513-5,서울 양천구 월정로 14,126.843856,37.52123506,02-2695-1427,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%212Foriginal,8,5,17722333
크린토피아 코인워시 목동시장점,서울 양천구 목동 718-2,서울 양천구 목동중앙남로 72,126.8657543,37.54001722,02-2653-3191,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%213Foriginal,10,5,19108427
워시테리아 목동점,서울 양천구 목동 751-3,서울 양천구 목동중앙본로 24,126.8703817,37.53894479,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%214Foriginal,4,6,59773261
워시테리아 신정점,서울 양천구 신정동 1050-5,서울 양천구 중앙로36길 8,126.8548008,37.5193353,,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%215Foriginal,10,5,1057191091
더런드리 양천신정점,서울 양천구 신정동 129-14,서울 양천구 신목로2길 7-10,126.8751387,37.51847376,010-5189-8285,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%216Foriginal,4,6,1743766723
크린토피아 코인워시 강서등촌주민센터점,서울 강서구 등촌동 641-12,서울 강서구 양천로60길 60,126.8576356,37.55617522,02-3661-4194,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%217Foriginal,9,6,26792112
크린업24 마곡점,서울 강서구 마곡동 784-9,서울 강서구 강서로 433,126.8396595,37.56439809,010-2711-1112,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%218Foriginal,10,3,2128329509
크린토피아 코인워시 화곡보람점,서울 강서구 화곡동 98-101,서울 강서구 까치산로4길 36,126.8450047,37.54120275,02-2692-7158,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%219Foriginal,6,6,16797029
크린토피아 코인워시 화곡초록마을점,서울 강서구 화곡동 332-12,서울 강서구 초록마을로 157,126.8472813,37.5362304,02-6053-3119,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%220Foriginal,7,6,1361580454
크린토피아 코인워시 마곡나루역점,서울 강서구 마곡동 282-1,서울 강서구 마곡중앙로 161-1,126.8274545,37.56786593,02-2063-3878,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%221Foriginal,9,4,152731246
크린토피아 코인워시 강서송정역점,서울 강서구 공항동 53-62,서울 강서구 공항대로4길 23,126.8106492,37.56010594,02-2663-0380,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%222Foriginal,9,4,1593198555
크린토피아 코인워시 강서마곡6단지점,서울 강서구 마곡동 743,서울 강서구 마곡서1로 100,126.8196222,37.56575311,02-2663-8610,https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F198b0cfb3237d169fffc8c3a79864ecbf4c27980%223Foriginal,8,4,25403888
